1106|"48.176926961168647, 17.144444994628429"|||||||S541|
1107|"48.177087977528572, 17.144092032685876"|||||||S541|
1108|"48.177378997206688, 17.143441010266542"|||||||S541|
1109|"48.178609041497111, 17.140666013583541"|||||||S541|
1110|"48.179077003151178, 17.139644008129835"|||||||S541|
1111|"48.180396985262632, 17.13675300590694"|||||||S541|
1112|"48.181000985205173, 17.135234959423542"|C12|C12X|||||S541|
1113|"48.181050019338727, 17.135183997452259"|C12|C12X|||||S541|
1115|"48.182146036997437, 17.136155040934682"|||||||S541|
1116|"48.187049031257629, 17.134934971109033"|C12||||||R13|
1117|"48.188333977013826, 17.136197034269571"|||||||R13|
1118|"48.189481040462852, 17.137587005272508"|||||||R13|
1119|"48.189767030999064, 17.137546017765999"|||||||R13|
1120|"48.190057966858149, 17.137560015544295"|||||||R13|
1122|"48.192409006878734, 17.140168966725469"|B3||||||R13|
1123|"48.193805012851954, 17.141689024865627"|B3|IS40B|IS40D||||R13|
1134|"48.059736974537373, 17.208489021286368"|||||||001|
1135|"48.07260001078248, 17.16636199504137"|||||||001|
1136|"48.073283974081278, 17.165702003985643"|||||||001|
1137|"48.105373000726104, 17.146819001063704"|B3||||||001|
1138|"48.111497992649674, 17.146276021376252"|||||||001|
1139|"48.120391024276614, 17.149337008595467"|B3||||||001|
1140|"48.123235004022717, 17.152166990563273"|B3||||||001|
1141|"48.123483024537563, 17.151861973106861"|B3||||||001|
1142|"48.123524012044072, 17.151824003085494"|||||||001|
1143|"48.123084967955947, 17.154744006693363"|C24A|IP7|||||001|
1144|"48.123059989884496, 17.154852971434593"|C24B|IP7|||||001|
1145|"48.122743992134929, 17.155770035460591"|||||||001|
1146|"48.122729994356632, 17.155910013243556"|||||||001|
1147|"48.123385962098837, 17.158761033788323"|||||||001|
1148|"48.123475983738899, 17.158804032951593"|||||||001|
1149|"48.123832968994975, 17.158967982977629"|C24A|IP7|||||001|
1150|"48.123857025057077, 17.159059010446072"|C24B|IP7|||||001|
1151|"48.12874099239707, 17.158816019073129"|IP7||||||001|
1152|"48.128822967410088, 17.158772014081478"|C8|C8X|||||001|
1153|"48.129876991733909, 17.158551989123225"|C8|C8X|IP7||||001|
1154|"48.129913033917546, 17.158500021323562"|IP7||||||001|
1155|"48.129846984520555, 17.157225972041488"|B1||||||001|
1156|"48.130553998053074, 17.135591022670269"|B3||||||001|
1157|"48.126443009823561, 17.137683983892202"|B3|B3|||||001|
1158|"48.108848975971341, 17.126155011355877"|C8|C8X|||||001|
1159|"48.105433015152812, 17.128050997853279"|C8|C8X|||||001|
1160|"48.104919958859682, 17.128477972000837"|C8|C8X|||||001|
1161|"48.100300943478942, 17.131673404946923"|C8X||||||001|
1162|"48.098466983065009, 17.130895983427763"|C8|C8X|||||001|
1163|"48.093258971348405, 17.133050970733166"|C8|C8X|||||001|
1165|"48.069265019148588, 17.144090021029115"|B3|E16C|||||001|
1166|"48.069265019148588, 17.144089015200734"|||||||001|
1167|"48.057652981951833, 17.158838985487819"|C8||||||001|O9
1168|"48.057633033022285, 17.1491729747504"|C8|B3|||||O9|
1169|"48.057320974767208, 17.146607022732496"|||||||O9|
1170|"48.057178985327482, 17.146519012749195"|||||||O9|
1171|"48.056802051141858, 17.145703369751573"|C8|IP7|||||O9|
1172|"48.05669903755188, 17.145623993128538"|||||||O9|
1173|"48.056663582101464, 17.145577808842063"|C12|IP7|||||O9|
1174|"48.056669030338526, 17.145425425842404"|C12|IP7|||||O9|
1175|"48.055971991270781, 17.144541973248124"|C12||||||O9|
1176|"48.055875012651086, 17.144378023222089"|C8|C12X|C18||||O9|
1177|"48.055272018536925, 17.143206987529993"|||||||O9|
1178|"48.055188031867146, 17.143034990876913"|C13||||||O9|
1179|"48.05470397695899, 17.142220018431544"|||||||O9|
1180|"48.054630970582366, 17.142095966264606"|C13||||||O9|
1181|"48.05437901057303, 17.141634961590171"|||||||O9|
1182|"48.054260993376374, 17.141451984643936"|C13||||||O9|
1183|"48.054042980074883, 17.141076978296041"|C18||||||O9|
1184|"48.027443010360003, 17.204920006915927"|B3||||||001|
1185|"48.027375033125281, 17.205023020505905"|C8||||||001|
1186|"48.027346031740308, 17.206236971542239"|C8|C8|C16|||SPOMAĽ|001|
1187|"48.024718975648284, 17.215763004496694"|C8||||||001|
1188|"48.024720987305045, 17.215480031445622"|||||||001|
1189|"48.109042011201382, 17.126254001632333"|C13||||||001|S480
1190|"48.109209984540939, 17.125858040526509"|C13|IS40D|IS40D|IS40D|IS40D||S480|
1191|"48.111130027100444, 17.12749301455915"|||||||S480|
1192|"48.112059999257326, 17.127997018396854"|||||||S480|
1193|"48.112502982839942, 17.124793035909534"|||||||S480|
1194|"48.112377002835274, 17.127987965941429"|||||||S480|
1195|"48.115747030824423, 17.131947996094823"|C13|C16||||ZOSADNI Z BICYKLA|S480|
1196|"48.115947023034096, 17.132171038538218"|C13|C16||||ZOSADNI Z BICYKLA|S480|
1197|"48.116698041558266, 17.132992967963219"|C13|C16||||ZOSADNI Z BICYKLA|S480|
1198|"48.116790996864438, 17.132947035133839"|||||||S480|
1199|"48.117001969367266, 17.133285999298096"|||||||S480|
1200|"48.117016972973943, 17.133293962106109"|||||||S480|
1201|"48.117284020408988, 17.13342497125268"|||||||S480|
1202|"48.117336994037032, 17.133410973474383"|C13|C16||||ZOSADNI Z BICYKLA|S480|
1203|"48.14756297506392, 17.207842022180557"|IP7||||||R16|
1204|"48.145552659407258, 17.211485048756003"|C12 C13||||||R16|
1205|"48.133228998631239, 17.219109982252121"|||||||R16|
1206|"48.13151297159493, 17.219890002161264"|||||||R16|
1207|"48.147069029510021, 17.210258021950722"|IP7||||||R16|
1208|"48.147245300933719, 17.21006347797811"|||||||R16|
1209|"48.150191036984324, 17.065256964415312"|IS40F|IS40F|||||R11|
1210|"48.159294035285711, 17.056121025234461"|IS40F|IS40F|||||R11|
1211|"48.160546962171793, 17.055125003680587"|IS40F||||||R11|
1212|"48.161620013415813, 17.054757960140705"|B3||||||R11|
1213|"48.165598986670375, 17.051588008180261"|B3|IS40F|||||R11|
1214|"48.169668987393379, 17.050482016056776"|IS40A|IS40F|||||R11|
1215|"48.204558910802007, 17.035991968587041"|C13|C18|||||R11|
1216|"48.203993970528245, 17.033542022109032"|C12|C13|||||R11|
1217|"48.203817028552294, 17.032072003930807"|C12|IP7|||||R11|
1218|"48.203854914754629, 17.031867234036326"|C13||||||R11|
1219|N48° 12.392' E17° 01.525'|C13|C13X|||||R11|
1220|N48° 12.399' E17° 01.517'|C13|C13X|||||R11|
1221|"48.212164985015988, 17.01602996326983"|||||||R11|
1222|"48.210651967674494, 16.969356006011367"|C13||||||2014|
1223|"48.210664037615061, 16.968916961923242"||||||SČÍTAČ CYKLISTOV|2014|
1224|"48.170006023719907, 16.9908900372684"|IP7||||||004|
1225|"48.169935029000044, 16.990851983428001"|IP7||||||004|
1226|"48.158242022618651, 17.00799398124218"|IS40G|IP7|||||004|
1227|"48.158192234113812, 17.0081293489784"|||||||004|
1228|"48.158279992640018, 17.008215012028813"|E16C|IS40F|||||004|
1229|"48.154424652457237, 17.019793353974819"|B3|IP7|||||004|
1230|"48.154363632202148, 17.01971716247499"|IP7||||||004|
1231|"48.13981625251472, 17.105100257322192"|||||||R11|
1232|"48.139756908640265, 17.105100257322192"|||||||R11|
1233|"48.140441961586475, 17.093366011977196"|||||||R11|
1234|"48.140667015686631, 17.092578029260039"|||||||R11|
1235|"48.140579843893647, 17.124612322077155"|C8X||||||R27|
1236|"48.14057263545692, 17.124781049787998"|||||||R27|
1237|"48.14042997546494, 17.126430021598935"|C8|C8X|||||R27|
1238|"48.140394017100334, 17.127460995689034"|C8||||||R27|
1239|"48.140260996297002, 17.128475038334727"|C8|C8|||||R27|
1240|"48.140271976590157, 17.128821965306997"|C8|B3|||||R27|
1241|"48.140395022928715, 17.129260003566742"|C8X||||||R27|
1242|"48.149172971025109, 17.150341998785734"|C12|C12X|||||2001|
1243|"48.149196021258831, 17.150064976885915"|C12|C12X|||||2001|
1244|"48.149502966552973, 17.149741016328335"||C12X|||||2001|
1245|"48.149867998436093, 17.149544963613153"|C12|C12X|||||2001|
1246|"48.151654517278075, 17.148253731429577"|C12||||||2001|
1247|"48.151716040447354, 17.148216012865305"|C12||||||2001|
1248|"48.152308976277709, 17.147893980145454"|C12|C12X|||||2001|
1249|"48.152562025934458, 17.147698011249304"|C12|C12X|||||2001|
1250|"48.153381021693349, 17.147218650206923"|C12|C12X|||||2001|
1251|"48.153517562896013, 17.14712611399591"|C12|IP7|||||2001|
1253|"48.158447965979576, 17.177359974011779"|C12||||||R16|
1254|"48.158083017915487, 17.177470028400421"|C12||||||R16|
1255|"48.158552991226315, 17.173555009067059"|||||||R16|
1256|"48.158543016761541, 17.173415031284094"|||||||R16|
1257|"48.157050032168627, 17.154545020312071"|IS40C|IS40C|||||R16|
1258|"48.160646958276629, 17.154251988977194"|||||||R16|
1259|"48.156837970018387, 17.151405997574329"|C12|C16||||ZÍĎ Z BICYKLA|R16|
1260|"48.151200218126178, 17.138666342943907"|P1||||||R26|
1261|"48.152290033176541, 17.140470966696739"|IP7||||||R26|
1262|"48.152329092845321, 17.140583116561174"|IP7||||||R26|
1263|"48.152462029829621, 17.140808925032616"|||||||R26|
1264|"48.152507962659001, 17.140924008563161"|C8||||||R26|
1265|"48.152817925438285, 17.141790194436908"|IP7||||||R26|
1266|"48.152855644002557, 17.14192078448832"|IP7||||||R26|
1267|"48.153747981414199, 17.145151002332568"|||||||R26|
1268|"48.153779413551092, 17.145260721445084"|||||||R26|
1269|"48.153905142098665, 17.145723318681121"|C8X||||||R26|
1272|"48.152532018721104, 17.118952022865415"|C13||||||R20|
1273|"48.151849899441004, 17.119755344465375"|C13|C13X|||||R20|
1274|"48.151761889457703, 17.119918623939157"|IP7||||||R20|
1275|"48.151722326874733, 17.120002945885062"|IP7||||||R20|
1276|"48.151632305234671, 17.120048627257347"|IP7||||||R20|
1277|"48.151587378233671, 17.120067654177547"|IP7||||||R20|
1279|"48.144099991768599, 17.112931972369552"|IP7||||||R16|
1282|"48.144100829958916, 17.112813116982579"|IP7||||||R17|
1283|"48.144136788323522, 17.113074297085404"|C8||||||R17|
1284|"48.144373912364244, 17.11369464173913"|E16B||||||R17|
1285|"48.144881017506123, 17.116547003388405"|E16C|C8X|||||R17|
1286|"48.14887398853898, 17.113058036193252"|||||||R14|
1287|"48.155669113621116, 17.124426914379001"|C12||||||R14|
1289|"48.148885974660516, 17.113025011494756"|B3||||||R14|
1290|"48.149923989549279, 17.113991025835276"|C12||||||R14|
1291|"48.140441039577127, 17.104928009212017"|C13|IS40E|IS40F|IS40F|||R19|
1292|"48.122424138709903, 17.062222212553024"|||||||001|
1293|"48.141792034730315, 17.141144033521414"|IS40D|IS40D|||||R27|
1295|"48.195650037378073, 17.14090003632009"|IS40D|IS40D|||||R13|
1296|"48.197293980047107, 17.173053016886115"|||||||R84|
1297|"48.196738008409739, 17.175799012184143"|C24A||||||R84|
1298|"48.196254037320614, 17.178698983043432"|C24B||||||R84|
1299|"48.196212965995073, 17.178924959152937"|||||||R84|
1300|"48.196192011237144, 17.179399961605668"|C24A||||||R84|
1301|"48.195498660206795, 17.189692100510001"|C24B|IP7|||||R84|
1302|"48.195348959416151, 17.20701003447175"|C12||||||R84|
1303|"48.196150017902255, 17.20735402777791"|C12|IS40F|||||R84|
1304|"48.1962910015136, 17.207386968657374"|IS40I||||||R84|S R14 a R84
1305|"48.195534618571401, 17.189708361402154"|IP7||||||R84|
1306|"48.195803007110953, 17.189739039167762"|IP7||||||R84|
1307|"48.19586000405252, 17.189667038619518"|IP7||||||R84|
1308|"48.196426033973694, 17.191013004630804"|||||||R84|
1309|"48.196532987058163, 17.191030019894242"|||||||R84|
1310|"48.195911971852183, 17.189798969775438"|||||||R84|
1311|"48.195674009621143, 17.189278034493327"|C24A||||||R84|
1312|"48.196282032877207, 17.178985979408026"|C24B||||||R84|
1313|"48.196309022605419, 17.178780036047101"|||||||R84|
1314|"48.196350010111928, 17.178515000268817"|C24A||||||R84|
1315|"48.19678645581007, 17.175768166780472"|C24B||||||R84|
1316|"48.197327004745603, 17.17313096858561"|||||||R84|
1317|"48.217349024489522, 17.167028021067381"|C8|C8X|IS40G|IS40G|IS40C||R13|
1318|"48.217443991452456, 17.168656038120389"|C8|C8X|||||R13|
1319|"48.217399986460805, 17.168725021183491"|IS40G|IS40G|||||R13|
1320|"48.221853040158749, 17.176690008491278"|IS40C|IS40C|||||R13|
1335|"48.206081986427307, 17.206424223259091"|IP7||||||R14|
1336|"48.206112580373883, 17.206345349550247"|IP7||||||R14|
1337|"48.20505796931684, 17.205137349665165"|||||||R14|
1338|"48.2050237711519, 17.205238016322255"|IP7||||||R14|
1339|"48.205447979271412, 17.205706983804703"|C8||||||R14|
1340|"48.206028006970882, 17.206436041742563"|C8X|IS40D|||||R14|
1341|"48.205793984234333, 17.20705202780664"|||||||R14|
1342|"48.20514103397727, 17.208337979391217"|IP7||||||R14|
1343|"48.204981191083789, 17.208489272743464"|IP7||||||R14|
1344|"48.202513977885246, 17.203664984554052"|C8|C8X|IP7|IS40G|||R14|
1345|"48.202496962621808, 17.203503968194127"|IP7|IS40G|||||R14|
1346|"48.202915973961353, 17.204685984179378"|||||||R14|
1347|"48.202995015308261, 17.204844988882542"|C8||||||R14|
1348|"48.203289974480867, 17.205544961616397"|||||||R14|
1349|"48.203881988301873, 17.206823034211993"|C24A||||||R14|
1350|"48.204520018771291, 17.207778990268707"|C24A||||||R14|
1351|"48.20522602647543, 17.209033006802201"|IS40H||||||R14|
1352|"48.205253938212991, 17.209149934351444"|C24A|C8X|||||R14|
1353|"48.20462403818965, 17.210178980603814"|C24A|E16B|||||R14|
1354|"48.205991964787245, 17.212735963985324"|C24A|E16B|||||R14|
1355|"48.208412993699312, 17.219326989725232"|C24A|E16C|||||R14|
1356|"48.209200976416469, 17.219619015231729"|IP7|IS40H|||||R14|
1357|"48.209250010550022, 17.219940964132547"|||||||R14|
1358|"48.209230983629823, 17.219566041603684"|C12|C12|IS40G||||R14|
1359|"48.209166023880243, 17.21949202939868"|E16B||||||R14|
1360|"48.206721022725105, 17.213987968862057"|E16B||||||R14|
1361|"48.206670982763171, 17.213903982192278"|||||||R14|
1362|"48.205966986715794, 17.212491966784"|E16B||||||R14|
1363|"48.204676005989313, 17.210117960348725"|E16B|IS40H|||||R14|
1364|"48.205319987609982, 17.209131997078657"|||||||R14|
1365|"48.205385031178594, 17.209102995693684"|C8|IP7|||||R14|
1366|"48.205466000363231, 17.209018003195524"|IS40G|IP7|IP7||||R14|
1367|"48.205429958179593, 17.208961006253958"|C8|IP7|||||R14|
1368|"48.205037014558911, 17.208317024633288"|C8|IS40A|IS40B||||R14|
1369|"48.203979805111885, 17.206576857715845"|IP7||||||R14|
1370|"48.203915096819401, 17.206446267664433"|C8|IP7|||||R14|
1371|"48.204979011788964, 17.204855969175696"|C8|IP7|||||R14|
1372|"48.204671982675791, 17.204455984756351"|||||||R14|
1373|"48.204621020704508, 17.2044119797647"|IP7||||||R14|
1374|"48.204040993005037, 17.203591978177428"|C8|C8X|||||R14|
1375|"48.203985001891851, 17.203429033979774"|IP7||||||R14|
1376|"48.203934961929917, 17.203180007636547"|IP7||||||R14|
1377|"48.203940996900201, 17.20305897295475"|E16B|C24A|||||R14|
1378|"48.203779980540276, 17.202859986573458"|||||||R14|
1379|"48.203933201730251, 17.203129464760423"|IP7||||||R14|
1380|"48.201896985992789, 17.199454000219703"|E16B|C24A|IS40F||||R14|
1381|"48.222077004611492, 17.177766999229789"|IS40C|IS40C|||||R13|
1382|"48.217372996732593, 17.166844960302114"|IS40A||||||R13|
1383|"48.217189013957977, 17.164874961599708"|IS40G||||||R13|
1384|"48.217151965945959, 17.164419991895556"|IS40H||||||R13|
1385|"48.215106027200818, 17.1549959667027"|C12||||||Spojka Pri vinohradoch - Žarnovická|
1386|"48.214384010061622, 17.155627962201834"|C12||||||Spojka Pri vinohradoch - Žarnovická|
1387|"48.214321983978152, 17.152694966644049"|IS40A|IS40C|||||R13|
1388|"48.214203966781497, 17.152120973914862"|IS40C|IS40C|||||R13|
1389|"48.212719028815627, 17.148876003921032"|IS40A|IS40D|||||R13|
1390|"48.212700001895428, 17.148696966469288"|IS40C|IS40C|||||R13|
1391|"48.212521970272064, 17.148780031129718"|IS40A|IS40D|||||R13|
1392|"48.211183967068791, 17.146713975816965"|IS40G|IS40H|||||R13|
1393|"48.21094298735261, 17.146815983578563"|IS40H||||||R13|
1394|"48.20849203504622, 17.150352979078889"|IS40H||||||R13|
1395|"48.207942014560103, 17.150532016530633"|IS40G||||||R13|
1396|"48.204149035736918, 17.147487960755825"|IS40G||||||R13|
1397|"48.201590040698647, 17.144111981615424"|IS40G||||||R13|
1398|"48.201585011556745, 17.144329994916916"|IS40H||||||R13|
1399|"48.200932983309031, 17.145681995898485"|IS40H||||||R13|
1400|"48.196243979036808, 17.141518034040928"|IS40A|IS40D|||||R13|
1401|"48.195863021537662, 17.141409991309047"|IS40G||||||R13|
1402|"48.195991013199091, 17.14115995913744"|IS40C|IS40D|||||R13|
1403|"48.19562598131597, 17.14098603464663"|IS40D|IS40D|||||R13|
1404|"48.135442994534969, 17.120097996667027"|IS40H||||||001|
1405|"48.133172001689672, 17.122237980365753"|||||||001|
1406|"48.132848041132092, 17.122249966487288"|||||||001|
1407|"48.131544990465045, 17.120192963629961"|||||||001|
1408|"48.131464021280408, 17.119992971420288"|||||||001|
1409|"48.131612967699766, 17.116477014496922"|||||||001|5006
1410|"48.133538961410522, 17.115043960511684"|IS40H||||||001|5006
1411|"48.133784970268607, 17.11468898691237"|IS40G||||||001|5006
1412|"48.135049967095256, 17.115158038213849"|IS40G||||||001|5006
1413|"48.131852019578218, 17.109669987112284"|||||||O3|
1414|"48.131783958524466, 17.11275695823133"|C13||||||001|
1415|"48.130570007488132, 17.1123699657619"|C13||||||001|
1416|"48.13671100884676, 17.106470027938485"||||||SčíTAč CYKLISTOV|001|
1418|"48.145897993817925, 17.107203025370836"|||||||R14|
1419|"48.145959014073014, 17.107355995103717"|||||||R14|
1420|"48.146093040704727, 17.10766201838851"|||||||R14|
1421|"48.138551004230976, 17.152514001354575"|C12|C13|||||001|
1422|"48.124006977304816, 17.154252994805574"|C24B||||||001|
1423|"48.106346977874637, 17.123108021914959"|||||||S480|
1424|"48.099800040945411, 17.131391018629074"|C8||||||001|5006
1425|"48.100004978477955, 17.130293995141983"|||||||5006|
1426|"48.118068985641003, 17.107484992593527"|||||||5006|
1427|"48.118088012561202, 17.107335962355137"|||||||5006|
1428|"48.127771038562059, 17.118555977940559"|||||||5006|
1429|"48.127687973901629, 17.119069034233689"|C12|C12X|||||5006|
1430|"48.127820994704962, 17.116948999464512"|C8||||||R18|5006
1431|"48.127998188138008, 17.116967607289553"|C8||||||R18|
1432|"48.127414975315332, 17.118849009275436"|C8|C8X|||||R18|
1433|"48.127370970323682, 17.123888041824102"|C13||||||S385|
1434|"48.130951970815659, 17.134524006396532"|||||||S480|
1435|"48.141719028353691, 17.142435014247894"|IS40B||||||R27|
1436|"48.149328958243132, 17.124814996495843"|||||||R20|
1437|"48.149482011795044, 17.123816041275859"|||||||R20|
1438|"48.149272967129946, 17.122232029214501"|||||||R20|
1439|"48.149163750931621, 17.121357126161456"|||||||R20|
1440|"48.149094013497233, 17.121394006535411"|||||||R20|
1441|"48.149222005158663, 17.122322972863913"|||||||R20|
1442|"48.149362988770008, 17.124627074226737"|C24A||||||R20|
1443|"48.149316301569343, 17.124760430306196"|||||||R20|
1444|"48.156192982569337, 17.107027005404234"|C24A||||||R20|
1445|"48.156824978068471, 17.106691980734468"|C24B||||||R20|
1446|"48.157947733998299, 17.106546889990568"|||||||R20|
1447|"48.157947985455394, 17.106015980243683"|||||||R20|
1448|"48.157813204452395, 17.10608571767807"|||||||R20|
1451|"48.155864998698235, 17.107062041759491"|||||||R20|
1452|"48.140583029016852, 17.128878040239215"|||||||R27|
1453|"48.140370966866612, 17.128730015829206"|C8|IP7|||||R27|
1454|"48.140427963808179, 17.128778966143727"|C12|C12|C13|IP7|||R27|
1455|"48.140289997681975, 17.128747031092644"|||||||R27|
1456|"48.122775005176663, 17.137057017534971"|B3|B3|||||001|
1457|"48.108627023175359, 17.126529011875391"|||||||001|
1458|"48.100520968437195, 17.131571983918548"|||||||001|
1459|"48.099343981593847, 17.131270989775658"|B3||||||001|
1460|"48.092928975820541, 17.132396008819342"|||||||001|
1461|"48.06901004165411, 17.144245002418756"|||||||001|
1462|"48.027664963155985, 17.20634501427412"|||||||001|
1463|"48.0265779979527, 17.20615298487246"|C8||||||001|
1464|"48.019079966470599, 17.207572963088751"|C8||||||001|
1465|"48.05687740445137, 17.146277027204633"|||||||O9|
1466|"48.056893581524491, 17.146037556231022"|||||||O9|
1467|"48.05575598962605, 17.14412203989923"|||||||O9|
1468|"48.053943989798427, 17.14083700440824"|C13||||||O9|
1469|"48.117003059014678, 17.1206986438483"|||||||R48|
1470|"48.113375874236226, 17.123809671029449"|||||||R48|
1471|"48.135275021195412, 17.104331972077489"|C13|C16||||ZOSADNI Z BICYKLA|R19|
1472|"48.132231971248984, 17.102804034948349"|C13|C16||||ZOSADNI Z BICYKLA|R19|
1473|"48.132218979299068, 17.101093959063292"|C13|C16||||ZOSADNI Z BICYKLA|R19|
1474|"48.132250998169184, 17.100892039015889"|C13|C16||||ZOSADNI Z BICYKLA|R19|
1475|"48.132229959592223, 17.099867016077042"|C8|C13|||||R19|
1476|"48.131667030975223, 17.099774982780218"|C13|C16||||ZOSADNI Z BICYKLA|R19|
1477|"48.129486981779337, 17.100241016596556"|||||||R19|
1478|"48.129632994532585, 17.099553029984236"|||||||R19|
1481|"48.129915967583656, 17.099166959524155"|||||||R19|
1482|"48.119441941380501, 17.096497491002083"|||||||R19|
1487|"48.109918003901839, 17.089469013735652"|C13||||||R19|
1488|"48.114378182217479, 17.093299711123109"|C18||||||R19|
1489|"48.121015643700957, 17.097775563597679"|||||||R19|
1490|N48° 10.290' E17° 09.610'|C12|C12X|||||S551|
1495|N48° 12.817' E17° 09.082'|IS40A|IS40C|||||R13|
1496|N48° 12.019' E17° 08.804'|IS40G||||||R13|
1497|N48° 11.672' E17° 08.405'|IS40G|IS40H|||||R13|
1499|N48° 11.402' E17° 08.253'|IS40D|IS40D|IS40G|IS40G|||2001|
1500|N48° 09.369' E17° 08.804'|C12|C13|||||2001|
1501|N48° 09.267' E17° 08.796'|C12X||||||2001|
1505|N48° 08.992' E17° 11.384'|IS40A|IS40A||||ŠTRKOVEC|2001|
1506|N48° 09.138' E17° 11.374'|IS40D|||||ŠTRKOVEC|2001|
1507|N48° 12.295' E17° 12.514'|IS40A|IS40D|IP7||||R14|
1515|N48° 08.120' E17° 07.003'|C12||||||001|
1516|N48° 08.112' E17° 06.912'|B3||||||001|
1518|N48° 03.468' E17° 09.528'|||||||001|
1519|N48° 03.481' E17° 09.552'|||||||001|
1520|N48° 03.125' E17° 09.986'|C13||||||001|
1521|N48° 03.137' E17° 10.003'|C13||||||001|
1522|N48° 09.379' E17° 03.545'|IS40F||||||R11|
1523|N48° 09.394' E17° 03.537'|IS40F||||||R11|
1525|N48° 09.238' E17° 08.816'|IS40C|IS40C|IS40C|IS40C|||2001|
1527|N48° 08.474' E17° 07.001'|IP7|IP7|||||R18|
1529|N48° 08.483' E17° 07.005'|C24A||||||R18|
1531|N48° 08.518' E17° 06.970'|C8X||||||R18|
1533|N48° 08.517' E17° 06.929'|C13|B3|||||R18|
1534|N48° 08.589' E17° 06.819'|C13X||||||O1|
2001|"48.145930347964168,17.119712429121137"|C24A||||||R17|
2002|"48.146684132516384, 17.121918546035886"|C24B||||||R17|
2007|lat="48.141089966520667" lon="17.117937812581658"|C13|C13X|||||R18|
2008|lat="48.13997115008533" lon="17.117239683866501"|C13||||||R18|
2009|lat="48.135914476588368" lon="17.116962075233459"|C12||||||R18|
2010|lat="48.149327952414751" lon="17.10863390006125"|||||||R12|
2011|lat="48.151438180357218" lon="17.109619025141001"|||||||R12|
2012|lat="48.151556784287095" lon="17.10976897738874"|||||||R12|
2200|N48° 09.276' E17° 08.791'|C12|C13|||||2001|
2201|N48° 09.282' E17° 08.788'|IP7||||||2001|
2202|N48° 09.291' E17° 08.783'|C13|IP7|||||2001|
2203|N48° 08.647' E17° 11.982'|C12||||||R16|
2204|N48° 08.657' E17° 11.971'|C12|C12|C12X||||R16|
2205|N48° 08.645' E17° 12.003'|C8|C12|||||R16|
2206|N48° 08.788' E17° 12.306'|C12|C12|||||R16|
2212|N48° 12.355' E17° 12.384'|IP7||||||R14|
2213|N48° 12.358' E17° 12.387'|IP7||||||R14|
2214|N48° 12.351' E17° 12.204'|E16C||||||Skuteckeho|
2215|N48° 12.369' E17° 12.224'|E16C||||||Skuteckeho|
2216|N48° 12.410' E17° 12.286'|E16B||||||Skuteckeho|
2230|48.130147475749254, 17.221179222688079|C8||||||O8|
2231|48.13080009073019, 17.220697849988937|||||||O8|
2232|N48° 07.842' E17° 13.224'|C8||||||R16|
2233|48.130601104348898, 17.22020055167377|C24A||||||O8|
2278|48.154069678857923, 17.127144243568182|||||||S250|
2279|48.154825810343027, 17.127665849402547|E16B||||||S250|
2280|48.156890440732241, 17.128227185457945|||||||S250|
2281|48.157533500343561, 17.129112314432859|||||||S250|
2282|48.157537020742893, 17.129067722707987|E16B||||||S250|
2283|48.154050149023533, 17.127028573304415|||||||S250|
2284|N48° 09.391' E17° 07.659'|E16C||||||O8|
2285|48.145675202831626, 17.196686128154397|||||||R16|
2286|48.144805915653706, 17.199169937521219|||||||R16|
2290|48.100310750305653, 17.120610047131777|C8|IP7|||||Spojka S480 a 5006|
2291|48.100375374779105, 17.120614154264331|C8|IP7|||||Spojka S480 a 5006|
2292|48.100706376135349, 17.121018916368484|C8||||||Spojka S480 a 5006|
2293|48.131592599675059, 17.099675908684731|IP7||||||R19|
2294|48.131609112024307, 17.099485890939832|IP7||||||R19|
2295|48.130999663844705, 17.099436018615961|C13|C13X|||||R19|
2296|48.130953311920166, 17.099542720243335|||||||R19|
2298|48.100557597354054, 17.121013635769486|C12||||||S480|
2299|48.197233211249113, 17.140017757192254|C12||||||Spojka Kadnárova a Hubeného|
2300|48.196869101375341, 17.141056274995208|C12||||||Spojka Kadnárova a Hubeného|
2301|48.197531523182988, 17.142299562692642|C12||||||Spojka Kadnárova a Hubeného|
2302|48.197945673018694, 17.141115535050631|C12||||||Spojka Kadnárova a Hubeného|
2303|48.147572865709662, 17.209049016237259|||||||R16|
2304|48.203184194862843, 17.20182616263628|||||||R14|
2310|48.164617801085114, 17.12287156842649|E16c||||||S330|
2311|48.163689756765962, 17.122374186292291|E16b||||||S330|
2312|48.163631502538919, 17.122022900730371|E16c||||||S330|
2313|48.162952484562993, 17.1216812543571|E16b||||||S330|
2314|48.162919711321592, 17.12149023078382|E16c||||||S330|
2315|48.162018489092588, 17.120897965505719|E16b||||||S330|
2316|48.140102913603187, 17.095701713114977||IP7|||||Spojka R11 a S112|
2317|48.14033567905426, 17.095796260982752|C12|C12|C12X|C12X|IP7||Spojka R11 a S112|
2318|48.140435172244906, 17.095588222146034|IP7|C12|C12X||||Spojka R11 a S112|
2319|48.140485463663936, 17.09534372203052|C12|IP7|||||Spojka R11 a S112|
2328|48.140608258545399, 17.126314183697104|C8|C8|C13|IP7|||S271|
2329|48.140667686238885, 17.126838136464357|||||||S271|
2330|48.140667099505663, 17.126923128962517|C8X||||||S271|
2332|N48° 09.890' E17° 08.909'|IP7||||||R35|
2333|N48° 09.893' E17° 08.918'|IP7||||||R35|
2334|N48° 08.433' E17° 05.680'|C12|C12X|||||Spojka R11 a S112|
