915|"48.126624980941415, 17.098372019827366"|C13||||||Gercenova|
916|"48.126566978171468, 17.099082972854376"|||||||Gercenova|
917|"48.126555997878313, 17.099357983097434"|||||||Gercenova|
922|"48.141420967876911, 17.104637995362282"|||||||R19|
923|"48.140838006511331, 17.103508030995727"|||||||R19|
924|"48.141400013118982, 17.104157963767648"|||||||R19|
926|"48.176561007276177, 17.047840040177107"|C12||||||R11|
927|"48.177557028830051, 17.046654000878334"|C12||||||R11|
928|"48.177850982174277, 17.046248987317085"|||||||R11|
929|"48.177933041006327, 17.046833960339427"|C13||||||R11|
930|"48.17933700978756, 17.045064959675074"|||||||R11|
931|"48.205689964815974, 17.01828695833683"|||||||R11|
932|"48.205607989802957, 17.018297016620636"|C13|C13X|||||R11|
933|"48.207068033516407, 17.020109016448259"|C13|C13X|||||R11|
934|"48.2362109888345, 17.034877007827163"|C13|C13X|||||S821|
935|"48.23599599301815, 17.035610508173704"|C13||||||S821|
936|"48.2359329611063, 17.035779990255833"|C13||||||S821|
937|"48.235254026949406, 17.036281982436776"|C13X||||||S821|
938|"48.235149001702666, 17.036390025168657"|||||||S821|
939|"48.235108014196157, 17.036691019311547"|||||||S821|
940|"48.235161993652582, 17.036966029554605"|C13|C13X|||||S821|
941|"48.233419982716441, 17.039082963019609"|C13||||||S821|
942|"48.233343036845326, 17.039202991873026"|C13||||||S821|
943|"48.23232295922935, 17.040559016168118"|C13|C13X|||||S821|
944|"48.211159994825721, 16.968478001654148"|C12||||||004|
946|"48.210909040644765, 16.968959039077163"|C8||||||2014|
947|"48.21062003262341, 16.969485003501177"|C8||||||2014|
948|"48.210569992661476, 16.969988001510501"|C13|C18|||||2014|
949|"48.21066303178668, 16.968760974705219"||C13|||||2014|
950|"48.211058992892504, 16.96431596763432"|||||||2014|
951|"48.211118336766958, 16.96846098639071"|||||||004|
952|"48.180059026926756, 16.979153025895357"|||||||004|
953|"48.179677985608578, 16.979312030598521"|||||||004|
954|"48.180245021358132, 16.979415966197848"|C8|C8X|||||004|
955|"48.17538402043283, 16.978920008987188"|C8|C8X|||||004|
956|"48.174971966072917, 16.978470990434289"|B3||||||004|
957|"48.174616992473602, 16.976832998916507"|C12|C12|||||004|
958|"48.171811988577247, 16.978894025087357"|C12|C13|||||004|
959|"48.17145299166441, 16.979972021654248"|C12||||||004|
960|"48.171017970889807, 16.982872998341918"|C8|C8X|||||004|
961|"48.170900037512183, 16.983529971912503"|||||||004|
962|"48.170791994780302, 16.986635969951749"|C8|C8X|||||004|
963|"48.170690992847085, 16.987356981262565"|||||||004|
964|"48.169830003753304, 16.991094974800944"|C8||||||004|
965|"48.169864034280181, 16.991264959797263"|||||||004|
966|"48.148913970217109, 17.043718993663788"|C12|C18||||vzor|004|
967|"48.148396974429488, 17.045107036828995"|C12||||||004|
968|"48.148451959714293, 17.044957000762224"|C12||||||004|
969|"48.146855961531401, 17.051239991560578"|C12||||||004|
970|"48.146829977631569, 17.051447024568915"|C12||||||004|
971|"48.146797036752105, 17.051553977653384"|C12||||||004|
972|"48.146713972091675, 17.051561018452048"|C12||||||004|
973|"48.146759988740087, 17.052110033109784"|||||||004|
974|"48.146869037300348, 17.058976991102099"|||||||004|
975|"48.146986970677972, 17.065389985218644"|C12|C12|C12X|C12X|||004|
980|"48.143962025642395, 17.112990980967879"|C24B||||||O1|
981|"48.144226977601647, 17.112945970147848"|C8||||||R16|O1
982|N48° 08.686' E17° 06.786'|C8X|C12|||||O1|
983|"48.144772304221988, 17.113063484430313"|C24A||||||R16|O1
984|"48.145711999386549, 17.113850964233279"|||||||R16|
985|"48.146782033145428, 17.114908006042242"|||||||R16|
988|"48.151612021028996, 17.120037982240319"|C24B||||||R16|
989|"48.15177203156054, 17.12006296031177"|||||||R16|
990|"48.151753004640341, 17.12006296031177"|||||||R16|
993|"48.144192025065422, 17.11275695823133"|||||||R16|
996|"48.129266873002052, 17.130172206088901"|||||||S480|
997|"48.126304959878325, 17.130992040038109"|||||||S480|
998|"48.125897012650967, 17.131279036402702"|||||||S480|
999|"48.124308977276087, 17.132778977975249"|||||||S480|
1000|"48.124081995338202, 17.132764980196953"|||||||S480|
1003|"48.120936015620828, 17.13494997471571"|C13||||||S480|
1004|"48.120714984834194, 17.135015018284321"|C13||||||S480|
1005|"48.11683701351285, 17.133813975378871"|C12||||||S480|
1006|"48.11737303622067, 17.133427988737822"|||||||S480|
1007|"48.123729033395648, 17.131524039432406"|||||||S480|
1010|"48.127732984721661, 17.119196020066738"|||||||5006|
1011|"48.127681855112314, 17.119207251816988"|||||||5006|
1012|"48.119590971618891, 17.118658991530538"|C12|C12X|||||R48|
1013|"48.118758983910084, 17.119353013113141"|||||||R48|
1014|"48.118184991180897, 17.119754003360868"|||||||R48|
1015|"48.116722013801336, 17.120824037119746"|||||||R48|
1016|"48.116608019918203, 17.120742984116077"|||||||R48|
1017|"48.11653702519834, 17.120801992714405"|||||||R48|
1018|"48.115942999720573, 17.121606990695"|||||||R48|
1019|"48.115333970636129, 17.122130021452904"|||||||R48|
1020|"48.115052003413439, 17.122379969805479"|||||||R48|
1021|"48.113471008837223, 17.123729037120938"|||||||R48|
1022|"48.112513041123748, 17.12440000846982"|||||||R48|
1023|"48.112465012818575, 17.124345023185015"|||||||R48|
1024|"48.112143985927105, 17.124905018135905"|C12|C16||||Zosadni z bicykla|R48|
1025|"48.111270004883409, 17.125824009999633"|||||||R48|
1026|"48.110625017434359, 17.126422980800271"|C8||||||R48|
1027|"48.110288986936212, 17.126758005470037"|||||||R48|
1028|"48.111113011837006, 17.127296039834619"|||||||S480|
1029|"48.106533978134394, 17.123254034668207"|||||||S480|
1030|"48.105839034542441, 17.122625978663564"|||||||S480|
1031|"48.105685980990529, 17.122454987838864"|||||||S480|
1032|"48.101113988086581, 17.12109100073576"|C12|IP7|||||S480|
1033|"48.100418038666248, 17.121083959937096"|||||||S480|
1034|"48.09945797547698, 17.120843986049294"|C12||||||S480|
1035|"48.098438987508416, 17.120058014988899"|||||||S480|
1036|"48.096072021871805, 17.120520025491714"|||||||S480|
1039|"48.100276971235871, 17.114640958607197"|C8|C8X|||||5006|
1040|"48.100502025336027, 17.12369198910892"|B3|C16||||ZOSADNI Z BICYKLA|5006|
1041|"48.100418960675597, 17.123883012682199"|B3|C16||||ZOSADNI Z BICYKLA|5006|
1042|"48.099909005686641, 17.130882991477847"|||||||5006|
1043|"48.099538022652268, 17.131310971453786"|||||||001|
1044|"48.108309013769031, 17.111516017466784"|||||||5006|
1045|"48.110351013019681, 17.110653016716242"|B3|C16||||ZOSADNI Z BICYKLA|5006|
1046|"48.107697973027825, 17.098470004275441"|C12||||||S590|
1047|"48.108098963275552, 17.100082011893392"|C12||||||S590|
1053|"48.134393999353051, 17.128365989774466"|C8||||||001|O3
1054|"48.140135016292334, 17.129108039662242"|C8|C8X|||||O3|
1055|"48.147620977833867, 17.124650962650776"|C12|C12X|||||O2|
1056|"48.149156793951988, 17.12515345774591"|C12|C12X|||||O2|
1057|"48.1493029743433, 17.125181034207344"|C12|C12X|||||O2|
1058|"48.150389017537236, 17.125499965623021"|C12|C12X|||||O2|
1060|"48.146688994020224, 17.132935971021652"|C24A||||||O3|
1061|"48.147790040820837, 17.133580036461353"|||||||O3|
1062|"48.14792700111866, 17.133670980110765"|C24A||||||O3|
1063|"48.149306997656822, 17.134561976417899"|C24A||||||O3|R26
1064|"48.149127960205078, 17.135305032134056"|||||||R26|
1065|"48.149089990183711, 17.135438974946737"|||||||R26|
1066|"48.149101976305246, 17.135535031557083"|IP7||||||R26|
1067|"48.149189986288548, 17.13559496216476"|||||||R26|
1068|"48.149274978786707, 17.135637039318681"|||||||R26|
1069|"48.149372041225433, 17.135676015168428"|IP7||||||R26|
1070|"48.149480000138283, 17.135655982419848"|C8|C8|||||R26|
1071|"48.150235963985324, 17.137057017534971"|IP7||||||R26|
1072|"48.150282986462116, 17.137139998376369"|IP7||||||R26|
1076|"48.15128437243402, 17.138809589669108"|P1||||||R26|
1086|"48.149406993761659, 17.135570989921689"|||||||R26|
1087|"48.149391990154982, 17.13539999909699"||IP7|||||R26|
1088|"48.149616960436106, 17.134568011388183"|||||||R26|
1090|"48.149697007611394, 17.134358966723084"|C24A||||||O3|R26
1091|"48.14928000792861, 17.134139025583863"|||||||O3|
1092|"48.149115974083543, 17.134049003943801"|C24A|IP7|||||O3|
1093|"48.147985003888607, 17.13346503674984"|C24A||||||O3|
1094|"48.146636020392179, 17.132666995748878"|C24B||||||O3|
1095|N48° 08.690' E17° 06.763'|IP7||||||O1|
1097|N48° 08.705' E17° 06.700'|B3||||||O1|
1098|N48° 08.677' E17° 06.756'|B3||||||O1|
1100|"48.179260985925794, 17.152271009981632"|C13|C13X|||||R14|
1101|"48.179078008979559, 17.151634991168976"|||||||R14|
1102|"48.178335959091783, 17.149475980550051"|||||||R14|
1103|"48.1782659702003, 17.149250004440546"|||||||R14|
1104|"48.177931029349566, 17.148201009258628"|C13|C13X|||||R14|
1105|"48.176410971209407, 17.145465994253755"|C12|C12X|||||S541|
